2015	10	18	7	WN	1391	N901WN	13204	13495	1735	1728	-7	10	1738	105	102	86	551	1804	6	1820	1810	-10	0	0							Southwest Airlines Co.
2015	10	18	7	WN	2826	N231WN	14831	14679	1735	1935	120	9	1944	75	93	61	417	2045	23	1850	2108	138	0	0		18	0	8	112	0	Southwest Airlines Co.
2015	10	18	7	WN	2593	N657SW	14771	14679	1735	1926	111	11	1937	85	79	64	447	2041	4	1900	2045	105	0	0		0	0	0	105	0	Southwest Airlines Co.
2015	10	18	7	WN	2132	N7747C	14679	12889	1735	1906	91	37	1943	70	103	60	258	2043	6	1845	2049	124	0	0		33	0	70	21	0	Southwest Airlines Co.
2015	10	18	7	WN	1112	N8328A	14307	10821	1735	1734	-1	9	1743	80	73	59	327	1842	5	1855	1847	-8	0	0							Southwest Airlines Co.
2015	10	18	7	WN	1425	N415WN	13891	13796	1735	1733	-2	9	1742	70	78	55	362	1837	14	1845	1851	6	0	0							Southwest Airlines Co.
2015	10	18	7	WN	110	N728SW	15016	12889	1735	1833	58	9	1842	215	212	193	1371	1955	10	1910	2005	55	0	0		0	0	47	8	0	Southwest Airlines Co.
2015	10	18	7	WN	1570	N712SW	11292	12953	1735	1735	0	22	1757	230	224	195	1620	2312	7	2325	2319	-6	0	0							Southwest Airlines Co.
2015	10	18	7	WN	439	N569WN	11259	12953	1735	1734	-1	17	1751	200	196	175	1381	2146	4	2155	2150	-5	0	0							Southwest Airlines Co.
2015	10	18	7	WN	925	N373SW	10821	14307	1735	1731	-4	11	1742	75	67	53	327	1835	3	1850	1838	-12	0	0							Southwest Airlines Co.
2015	10	18	7	WN	1202	N8634A	10821	12889	1735	1737	2	10	1747	315	312	275	2106	1922	27	1950	1949	-1	0	0							Southwest Airlines Co.
2015	10	18	7	WN	2342	N418WN	10800	13796	1735	1735	0	14	1749	70	72	52	325	1841	6	1845	1847	2	0	0							Southwest Airlines Co.
2015	10	18	7	WN	2143	N8646B	10721	11292	1735	1740	5	19	1759	285	254	229	1754	1948	6	2020	1954	-26	0	0							Southwest Airlines Co.
2015	10	18	7	WN	1231	N511SW	12191	13158	1735	1727	-8	8	1735	80	72	61	441	1836	3	1855	1839	-16	0	0							Southwest Airlines Co.
2015	10	18	7	WN	1265	N8327A	11697	11259	1735	1726	-9	14	1740	190	174	155	1108	1915	5	1945	1920	-25	0	0							Southwest Airlines Co.
2015	10	18	7	WN	2326	N8317M	10529	11292	1735	1748	13	11	1759	265	236	220	1671	1939	5	2000	1944	-16	0	0							Southwest Airlines Co.
2015	10	18	7	VX	960	N641VA	14771	14679	1735	2202	267	12	2214	90	82	65	447	2319	5	1905	2324	259	0	0		0	0	0	259	0	Virgin America
2015	10	18	7	VX	315	N854VA	13204	12892	1735	1742	7	16	1758	325	327	301	2218	1959	10	2000	2009	9	0	0							Virgin America
2015	10	18	7	VX	221	N281VA	10423	14771	1735	1852	77	8	1900	230	223	209	1504	2029	6	1925	2035	70	0	0		0	0	15	55	0	Virgin America
2015	10	18	7	F9	1173	N953FR	12264	13204	1735	1728	-7	33	1801	135	142	100	758	1941	9	1950	1950	0	0	0							Frontier Airlines Inc.
2015	10	18	7	EV	5172	N723EV	11433	12339	1735	1731	-4	15	1746	65	59	40	231	1826	4	1840	1830	-10	0	0							Atlantic Southeast Airlines
2015	10	18	7	EV	5078	N136EV	13851	11433	1735	1846	71	12	1858	145	134	114	900	2152	8	2100	2200	60	0	0		0	0	28	32	0	Atlantic Southeast Airlines
2015	10	18	7	EV	4755	N17185	13930	10868	1735	1725	-10	13	1738	114	103	86	666	2004	4	2029	2008	-21	0	0							Atlantic Southeast Airlines
2015	10	18	7	EV	4684	N22909	14193	12266	1735	1735	0	16	1751	102	110	80	489	1911	14	1917	1925	8	0	0							Atlantic Southeast Airlines
2015	10	18	7	EV	4391	N14171	12266	11140	1735	1734	-1	19	1753	62	60	37	201	1830	4	1837	1834	-3	0	0							Atlantic Southeast Airlines
2015	10	18	7	EV	4177	N14904	12266	10781	1735	1727	-8	10	1737	63	58	40	253	1817	8	1838	1825	-13	0	0							Atlantic Southeast Airlines
2015	10	18	7	EV	4124	N16170	12266	11057	1735	1737	2	17	1754	148	142	116	912	2050	9	2103	2059	-4	0	0							Atlantic Southeast Airlines
2015	10	18	7	EV	2856	N676AE	10747	11298	1735	1722	-13	14	1736	110	102	77	482	1853	11	1925	1904	-21	0	0							Atlantic Southeast Airlines
2015	10	18	7	EV	3924	N14204	12266	11982	1735	1753	18	17	1810	59	56	35	166	1845	4	1834	1849	15	0	0		0	0	0	15	0	Atlantic Southeast Airlines
2015	10	18	7	DL	1889	N3751B	10721	14869	1735	1732	-3	24	1756	326	307	275	2105	2031	8	2101	2039	-22	0	0							Delta Air Lines Inc.
2015	10	18	7	DL	1748	N317NB	11433	14122	1735	1733	-2	11	1744	62	51	35	201	1819	5	1837	1824	-13	0	0							Delta Air Lines Inc.
2015	10	18	7	DL	897	N584NW	13204	10397	1735	1739	4	20	1759	101	88	62	404	1901	6	1916	1907	-9	0	0							Delta Air Lines Inc.
2015	10	18	7	DL	743	N926DH	10397	14492	1735	1733	-2	9	1742	83	66	51	356	1833	6	1858	1839	-19	0	0							Delta Air Lines Inc.
2015	10	18	7	UA	1974	N69830	13303	11618	1734	1726	-8	15	1741	181	176	150	1085	2011	11	2035	2022	-13	0	0							United Air Lines Inc.
2015	10	18	7	UA	529	N439UA	11618	15304	1734	1809	35	38	1847	172	171	127	997	2054	6	2026	2100	34	0	0		0	0	30	4	0	United Air Lines Inc.
2015	10	18	7	UA	1207	N53442	13930	13204	1734	1747	13	23	1810	167	154	122	1005	2112	9	2121	2121	0	0	0							United Air Lines Inc.
2015	10	18	7	UA	1182	N76514	12892	13830	1734	1730	-4	19	1749	343	329	305	2486	1954	5	2017	1959	-18	0	0							United Air Lines Inc.
2015	10	18	7	OO	5260	N702BR	10561	14771	1734	1753	19	18	1811	68	74	52	238	1903	4	1842	1907	25	0	0		16	0	0	9	0	Skywest Airlines Inc.
2015	10	18	7	OO	5298	N939SW	13342	13930	1734	1756	22	11	1807	49	43	19	67	1826	13	1823	1839	16	0	0		0	0	0	16	0	Skywest Airlines Inc.
2015	10	18	7	EV	5385	N138EV	11433	12266	1734	1747	13	11	1758	177	161	146	1075	1924	4	1931	1928	-3	0	0							Atlantic Southeast Airlines
2015	10	18	7	B6	1686	N184JB	14122	10721	1734	1744	10	11	1755	93	96	78	496	1913	7	1907	1920	13	0	0							JetBlue Airways
2015	10	18	7	DL	2162	N949DL	11433	14100	1734	1803	29	37	1840	105	117	76	453	1956	4	1919	2000	41	0	0		12	0	29	0	0	Delta Air Lines Inc.
2015	10	18	7	OO	4499	N616QX	10140	14869	1733	1721	-12	14	1735	101	99	78	493	1853	7	1914	1900	-14	0	0							Skywest Airlines Inc.
2015	10	18	7	OO	4483	N457SW	11337	13487	1733	1732	-1	25	1757	55	63	33	144	1830	5	1828	1835	7	0	0							Skywest Airlines Inc.
2015	10	18	7	AA	238	N3MFAA	11278	13303	1733	1907	94	13	1920	167	141	122	919	2122	6	2020	2128	68	0	0		0	0	5	63	0	American Airlines Inc.
2015	10	18	7	EV	5278	N186PQ	11433	11042	1733	1732	-1	11	1743	49	39	22	95	1805	6	1822	1811	-11	0	0							Atlantic Southeast Airlines
2015	10	18	7	EV	4576	N12996	11618	11986	1733	1731	-2	17	1748	125	120	96	605	1924	7	1938	1931	-7	0	0							Atlantic Southeast Airlines
2015	10	18	7	DL	2385	N336NW	13495	11433	1733	1731	-2	12	1743	152	152	130	926	2053	10	2105	2103	-2	0	0							Delta Air Lines Inc.
2015	10	18	7	DL	1597	N306DQ	11624	10397	1733	1727	-6	6	1733	123	107	95	646	1908	6	1936	1914	-22	0	0							Delta Air Lines Inc.
2015	10	18	7	UA	1521	N14219	11292	12953	1732	1730	-2	16	1746	228	213	191	1620	2257	6	2320	2303	-17	0	0							United Air Lines Inc.
2015	10	18	7	OO	4989	N909SW	13930	14108	1732	1724	-8	13	1737	55	42	24	130	1801	5	1827	1806	-21	0	0							Skywest Airlines Inc.
2015	10	18	7	OO	5566	N122SY	13930	10397	1732	1734	2	28	1802	124	120	83	606	2025	9	2036	2034	-2	0	0							Skywest Airlines Inc.
2015	10	18	7	OO	6461	N903SW	13930	10408	1732	1728	-4	18	1746	57	56	33	160	1819	5	1829	1824	-5	0	0							Skywest Airlines Inc.
2015	10	18	7	OO	6374	N952SW	13029	11292	1732	1719	-13	13	1732	95	82	63	423	1735	6	1807	1741	-26	0	0							Skywest Airlines Inc.
2015	10	18	7	MQ	3444	N634MQ	11042	13303	1732	1727	-5	15	1742	170	164	144	1080	2006	5	2022	2011	-11	0	0							American Eagle Airlines Inc.
2015	10	18	7	DL	2009	N368NW	13487	11292	1732	1727	-5	14	1741	127	114	93	680	1814	7	1839	1821	-18	0	0							Delta Air Lines Inc.
2015	10	18	7	DL	1407	N612DL	10397	11057	1732	1732	0	11	1743	83	64	37	226	1820	16	1855	1836	-19	0	0							Delta Air Lines Inc.
2015	10	18	7	OO	6194	N782SK	10620	11292	1731	1720	-11	16	1736	93	108	65	455	1841	27	1904	1908	4	0	0							Skywest Airlines Inc.
2015	10	18	7	OO	5560	N874AS	11292	12278	1731	1724	-7	13	1737	84	88	60	420	1937	15	1955	1952	-3	0	0							Skywest Airlines Inc.
2015	10	18	7	MQ	3274	N645MQ	12339	13930	1731	1725	-6	18	1743	70	61	38	177	1721	5	1741	1726	-15	0	0							American Eagle Airlines Inc.
2015	10	18	7	EV	2745	N909EV	14108	11298	1731	1724	-7	10	1734	134	122	97	672	1911	15	1945	1926	-19	0	0							Atlantic Southeast Airlines
2015	10	18	7	DL	2301	N975AT	11433	12953	1731	1729	-2	13	1742	109	95	77	502	1859	5	1920	1904	-16	0	0							Delta Air Lines Inc.
2015	10	18	7	DL	1808	N3746H	11433	11278	1731	1739	8	11	1750	84	81	66	405	1856	4	1855	1900	5	0	0							Delta Air Lines Inc.
2015	10	18	7	DL	1622	N367NW	11433	10721	1731	1726	-5	10	1736	112	112	90	632	1906	12	1923	1918	-5	0	0							Delta Air Lines Inc.
2015	10	18	7	DL	1411	N822DN	13487	14057	1731	1729	-2	11	1740	223	204	189	1426	1849	4	1914	1853	-21	0	0							Delta Air Lines Inc.
2015	10	18	7	DL	855	N750AT	11433	14869	1731	1856	85	18	1914	233	218	194	1481	2028	6	1924	2034	70	0	0		0	0	49	21	0	Delta Air Lines Inc.
2015	10	18	7	UA	1709	N24715	13930	11042	1730	1726	-4	13	1739	81	63	45	316	1924	5	1951	1929	-22	0	0							United Air Lines Inc.
2015	10	18	7	UA	566	N824UA	13930	13931	1730	1729	-1	17	1746	125	114	92	717	2018	5	2035	2023	-12	0	0							United Air Lines Inc.
2015	10	18	7	UA	291	N493UA	12264	14893	1730	1729	-1	35	1804	342	346	305	2358	2009	6	2012	2015	3	0	0							United Air Lines Inc.
2015	10	18	7	UA	248	N486UA	13930	14122	1730	1724	-6	17	1741	86	81	58	413	1939	6	1956	1945	-11	0	0							United Air Lines Inc.
2015	10	18	7	OO	5218	N143SY	13930	13485	1730	1727	-3	49	1816	54	80	27	108	1843	4	1824	1847	23	0	0		23	0	0	0	0	Skywest Airlines Inc.
2015	10	18	7	OO	4724	N442SW	10397	11823	1730	1724	-6	17	1741	100	108	84	508	1905	7	1910	1912	2	0	0							Skywest Airlines Inc.
2015	10	18	7	OO	4592	N418SW	12003	14869	1730	1722	-8	14	1736	89	91	71	463	1847	6	1859	1853	-6	0	0							Skywest Airlines Inc.
2015	10	18	7	OO	4697	N613QX	14747	12523	1730	1747	17	38	1825	160	162	119	909	1924	5	1910	1929	19	0	0		2	0	17	0	0	Skywest Airlines Inc.
2015	10	18	7	OO	6205	N134SY	11292	11109	1730					41			73			1811			0	1	A						Skywest Airlines Inc.
2015	10	18	7	OO	5364	N693BR	13930	13344	1730	1725	-5	34	1759	55	68	30	118	1929	4	1925	1933	8	0	0							Skywest Airlines Inc.
2015	10	18	7	NK	713	N631NK	13204	12266	1730	1731	1	12	1743	151	147	125	854	1848	10	1901	1858	-3	0	0							Spirit Air Lines
2015	10	18	7	NK	108	N523NK	14679	11298	1730	1722	-8	9	1731	166	162	145	1171	2156	8	2216	2204	-12	0	0							Spirit Air Lines
2015	10	18	7	NK	185	N521NK	11042	12892	1730	1817	47	13	1830	298	295	271	2052	2001	11	1928	2012	44	0	0		44	0	0	0	0	Spirit Air Lines
2015	10	18	7	B6	2580	N267JB	11618	10721	1730	1737	7	12	1749	77	64	46	200	1835	6	1847	1841	-6	0	0							JetBlue Airways
2015	10	18	7	B6	347	N828JB	13796	12954	1730	1729	-1	15	1744	77	78	60	353	1844	3	1847	1847	0	0	0							JetBlue Airways
2015	10	18	7	B6	531	N641JB	14869	12954	1730	1752	22	11	1803	108	114	100	588	1843	3	1818	1846	28	0	0		6	0	5	17	0	JetBlue Airways
2015	10	18	7	B6	359	N590JB	12478	10800	1730	1736	6	24	1800	365	353	327	2465	2027	2	2035	2029	-6	0	0							JetBlue Airways
2015	10	18	7	AS	687	N309AS	13930	14057	1730	2109	219	13	2122	260	241	225	1739	2307	3	1950	2310	200	0	0		0	0	0	200	0	Alaska Airlines Inc.
2015	10	18	7	AA	2116	N840AW	11278	10721	1730	1728	-2	22	1750	94	99	70	399	1900	7	1904	1907	3	0	0							American Airlines Inc.
2015	10	18	7	AA	1916	N725UW	14683	11057	1730	1727	-3	17	1744	170	160	135	1095	2059	8	2120	2107	-13	0	0							American Airlines Inc.
2015	10	18	7	AA	1838	N948UW	10721	14100	1730	1910	100	26	1936	99	102	58	280	2034	18	1909	2052	103	0	0		3	0	11	89	0	American Airlines Inc.
2015	10	18	7	AA	717	N197UW	14100	11057	1730	1740	10	13	1753	104	87	69	449	1902	5	1914	1907	-7	0	0							American Airlines Inc.
2015	10	18	7	AA	2414	N3DXAA	14843	13303	1730	1717	-13	11	1728	163	145	130	1045	1938	4	2013	1942	-31	0	0							American Airlines Inc.
2015	10	18	7	AA	2326	N008AA	11298	12266	1730	1727	-3	13	1740	72	61	40	224	1820	8	1842	1828	-14	0	0							American Airlines Inc.
2015	10	18	7	AA	2234	N486AA	13198	13930	1730	1724	-6	14	1738	91	94	62	403	1840	18	1901	1858	-3	0	0							American Airlines Inc.
2015	10	18	7	AA	352	N3MAAA	13930	12953	1730	1728	-2	15	1743	135	121	97	733	2020	9	2045	2029	-16	0	0							American Airlines Inc.
